galname,rah,ram,ras,decsign,decd,decm,decs,glat_orig,semimajor,semiminor,posang,nhcon,fnu_12,fqual_12,fnu_25,fqual_25,fnu_60,fqual_60,fnu_100,fqual_100,fir,fqfir,relunc_12,relunc_25,relunc_60,relunc_100,cc_12,cc_25,cc_60,cc_100,cirr1,cirr2,confuse,pnearh,pnearw,hsdflag,ses1_12,ses1_25,ses1_60,ses1_100,ses2,nsss,sssname,dissss,nongal,idngal,dsngal,nrecs,rat_12_25,err_12_25,rat_25_60,err_25_60,rat_60_100,err_60_100,glon,glat,elon,elat,ra,dec,cra,cdec,ra1950,dec1950,cra1950,cdec1950,ROW_IDX,ROW_NUM
23204+0601,23,20,28.4,+,6,1,31,-50,50,7,66,2,0.50,L,0.61,:,4.27,,4.24,,-12.72,,,D,D,D,,B,A,A,4,4,0,1,0,0,0,0,0,1,,null,,null,null,,null,1,0.8197,0,0.1429,0,1.0071,0,87.0770,-50.3137,354.0133,9.4510,350.7540,6.2998,232301.0,+061759,350.1183,6.0253,232028.4,+060131,72,72
23206+1714,23,20,37.9,+,17,14,4,-40,49,12,66,2,0.25,L,0.28,L,0.63,,1.58,,-13.40,,,,F,D,,D,C,B,0,4,0,0,0,0,0,0,1,1,,null,,null,null,,null,1,0.8929,0,0.4444,0,0.3987,0,94.8138,-40.4924,358.7548,19.6811,350.7842,17.5090,232308.2,+173032,350.1579,17.2344,232037.9,+171404,73,73
23207+3215,23,20,43.7,+,32,15,14,-27,47,12,58,2,0.25,L,0.25,L,1.25,:,2.76,,-13.12,:,,,D,C,,E,A,B,9,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2000,0,0.4529,0,102.1554,-26.7576,6.1805,33.1618,350.7936,32.5284,232310.5,+323142,350.1821,32.2539,232043.7,+321514,74,74
23211+2854,23,21,6.3,+,28,54,28,-30,58,13,61,2,0.25,L,0.25,L,0.75,,2.35,,-13.27,,,,C,C,,I,B,C,3,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3333,0,0.3191,0,100.8027,-29.8858,4.4536,30.1546,350.8917,29.1824,232334.0,+291057,350.2762,28.9078,232106.3,+285428,75,75
23211+1917,23,21,11.0,+,19,17,41,-39,67,10,62,2,0.25,L,0.25,L,0.98,,1.79,,-13.26,,,,C,F,,,B,B,1,5,0,0,0,0,0,0,1,0,,null,,null,null,,null,2,1.0000,0,0.2551,0,0.5475,0,96.1225,-38.6910,359.8035,21.4972,350.9205,19.5694,232340.9,+193410,350.2958,19.2947,232111.0,+191741,76,76
23215-1208,23,21,31.7,-,12,8,2,-64,37,7,67,2,0.35,L,0.48,:,2.52,,4.90,,-12.84,,,F,D,D,G,C,A,A,0,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7292,0,0.1905,0,0.5143,0,65.3814,-64.4564,347.0825,-7.3463,351.0323,-11.8591,232407.8,-115133,350.3821,-12.1339,232131.7,-120802,77,77
23217+0110,23,21,47.1,+,1,10,7,-55,71,13,67,2,0.75,L,0.27,L,0.57,,1.85,L,-13.38,L,,,D,,,,D,B,1,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,2.7778,0,0.4737,0,0.3081,0,83.1738,-54.5622,352.3810,4.8605,351.0859,1.4434,232420.6,+012636,350.4463,1.1686,232147.1,+011007,78,78
23220+0820,23,22,0.7,+,8,20,29,-49,61,13,66,2,0.25,L,0.26,L,0.77,,1.63,L,-13.34,L,,,C,,,,C,C,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9615,0,0.3377,0,0.4724,0,89.3980,-48.5162,355.3082,11.4229,351.1370,8.6162,232432.9,+083658,350.5029,8.3414,232200.7,+082029,79,79
23222+4357,23,22,12.2,+,43,57,11,-16,58,16,58,2,0.44,L,0.25,L,0.44,,1.45,L,-13.49,L,,,C,,,,C,C,6,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.7600,0,0.5682,0,0.3034,0,106.9305,-15.9289,13.9814,43.1426,351.1487,44.2279,232435.7,+441340,350.5508,43.9531,232212.2,+435711,80,80
23223+1500,23,22,18.5,+,15,0,1,-43,52,11,66,2,0.41,L,0.87,L,1.24,,4.55,,-13.01,,,,C,C,,J,A,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.4713,0,0.7016,0,0.2725,0,93.9749,-42.6742,358.1662,17.4806,351.2058,15.2752,232449.4,+151631,350.5771,15.0003,232218.5,+150001,81,81
23223+4104,23,22,19.3,+,41,4,34,-19,38,13,59,2,0.25,L,0.25,L,0.54,,1.64,:,-13.42,:,,,C,E,,,C,B,9,4,0,0,1,8,1,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4630,0,0.3293,0,105.9166,-18.6382,11.9664,40.6870,351.1825,41.3509,232443.8,+412103,350.5804,41.0761,232219.3,+410434,82,82
23224-0016,23,22,28.4,-,0,16,1,-56,49,10,67,2,0.25,L,0.31,L,1.12,,1.81,,-13.23,,,,C,C,,,B,C,0,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,0.8065,0,0.2768,0,0.6188,0,81.9721,-55.8350,351.9734,3.4730,351.2591,0.0080,232502.2,+000029,350.6183,-0.2669,232228.4,-001601,83,83
23225+2931,23,22,30.6,+,29,31,19,-29,63,13,61,2,0.25,L,0.25,L,0.62,,2.40,,-13.30,,,,C,E,G,,B,C,8,5,0,0,0,8,0,0,0,0,,null,,null,null,,null,2,1.0000,0,0.4032,0,0.2583,0,101.3972,-29.4338,5.0936,30.5622,351.2432,29.7968,232458.4,+294749,350.6275,29.5219,232230.6,+293119,84,84
23226-8211,23,22,38.4,-,82,11,14,-35,17,6,32,4,0.44,:,0.25,,2.16,,7.60,,-12.78,,F,E,C,C,B,B,A,A,9,4,8,1,0,0,0,3,3,2,6,1,X2322-821,14,null,,null,1,1.7600,0,0.1157,0,0.2842,0,306.4847,-34.6211,288.6384,-64.1829,351.6079,-81.9121,232625.9,-815443,350.6600,-82.1872,232238.4,-821114,85,85
23227-6719,23,22,45.8,-,67,19,56,-48,27,13,47,2,0.25,L,0.25,L,0.71,,1.00,L,-13.45,L,,,C,,,H,A,D,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3521,0,0.7100,0,315.2128,-47.9762,312.5732,-55.2663,351.4343,-67.0571,232544.2,-670326,350.6908,-67.3322,232245.8,-671956,86,86
23229+2835,23,22,54.5,+,28,35,0,-30,50,10,61,2,0.30,L,0.19,:,1.70,,3.01,,-13.03,,,E,C,C,G,D,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.5789,0,0.1118,0,0.5648,0,101.0826,-30.3362,4.6908,29.6863,351.3440,28.8583,232522.6,+285130,350.7271,28.5833,232254.5,+283500,87,87
23232+2237,23,23,12.7,+,22,37,44,-36,48,14,62,2,0.25,L,0.25,L,0.59,,1.39,,-13.44,,,,D,E,,,B,C,0,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4237,0,0.4245,0,98.3943,-35.8495,1.8109,24.3119,351.4256,22.9039,232542.1,+225414,350.8029,22.6289,232312.7,+223744,88,88
23235+1255,23,23,30.6,+,12,55,34,-45,42,13,66,2,0.25,L,0.26,L,0.64,,1.47,,-13.41,,,,C,C,,,C,B,3,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9615,0,0.4062,0,0.4354,0,93.0433,-44.6574,357.5580,15.4688,351.5083,13.2012,232602.0,+131204,350.8775,12.9261,232330.6,+125534,89,89
23236+2230,23,23,39.1,+,22,30,40,-36,60,19,62,2,0.25,L,0.25,L,0.40,:,1.39,:,-13.52,:,,,D,D,,,D,C,0,4,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.6250,0,0.2878,0,98.4511,-35.9980,1.8558,24.1619,351.5359,22.7862,232608.6,+224710,350.9129,22.5111,232339.1,+223040,90,90
23237-1813,23,23,42.6,-,18,13,46,-68,64,13,68,2,0.66,L,0.32,L,0.81,,1.67,:,-13.33,:,,,C,D,G,,B,B,0,2,0,0,0,0,0,0,1,0,,null,,null,null,,null,2,2.0625,0,0.3951,0,0.4850,0,53.5474,-68.3564,345.0999,-13.1454,351.5820,-17.9542,232619.7,-175715,350.9275,-18.2294,232342.6,-181346,91,91
23238+3240,23,23,52.3,+,32,40,29,-27,84,19,60,2,0.71,L,0.25,L,0.46,,7.26,L,-12.97,L,,,D,,,,D,,9,4,0,0,0,8,0,0,0,0,,null,,null,null,,null,1,2.8400,0,0.5435,0,0.0634,0,103.0186,-26.6095,7.1161,33.2226,351.5814,32.9499,232619.5,+325659,350.9679,32.6747,232352.3,+324029,92,92
23240+0203,23,24,1.1,+,2,3,36,-54,31,12,67,2,0.26,L,0.67,L,0.60,,1.41,:,-13.43,:,,,C,D,,I,D,B,0,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,2,0.3881,0,1.1167,0,0.4255,0,84.8227,-54.1350,353.2488,5.4597,351.6437,2.3352,232634.5,+022007,351.0046,2.0600,232401.1,+020336,93,93
23240+2521,23,24,4.3,+,25,21,50,-33,77,23,61,2,0.25,L,0.45,L,0.40,L,1.56,,-13.49,L,,,,C,,,J,B,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5556,0,1.1250,0,0.2564,0,99.9195,-33.4114,3.3258,26.6888,351.6386,25.6391,232633.3,+253821,351.0179,25.3639,232404.3,+252150,94,94
23241+2448,23,24,10.2,+,24,48,18,-34,48,10,61,2,0.25,L,0.21,:,1.77,,5.25,,-12.91,,,E,D,D,N,E,A,A,3,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.1905,0,0.1186,0,0.3371,0,99.6849,-33.9355,3.0743,26.1768,351.6637,25.0802,232639.3,+250449,351.0425,24.8050,232410.2,+244818,95,95
23243+1104,23,24,22.5,+,11,4,52,-46,66,13,66,2,0.26,L,0.25,L,0.68,,1.45,:,-13.39,:,,,E,D,,,C,F,2,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0400,0,0.3676,0,0.4690,0,92.1008,-46.3932,356.9837,13.6968,351.7262,11.3564,232654.3,+112123,351.0938,11.0811,232422.5,+110452,96,96
23246-0939,23,24,39.6,-,9,39,40,-63,51,9,67,2,0.25,L,0.34,L,1.42,,2.85,,-13.09,,,,C,E,,,A,B,0,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.7353,0,0.2394,0,0.4982,0,70.7202,-63.3619,348.7761,-5.3784,351.8126,-9.3858,232715.0,-092309,351.1650,-9.6611,232439.6,-093940,97,97
01286-4243,1,28,37.1,-,42,43,18,-73,41,11,61,3,0.25,L,0.25,L,0.78,,2.15,,-13.28,,,,C,C,,K,B,A,2,2,0,0,0,0,0,0,2,0,4,null,,null,null,,null,1,1.0000,0,0.3205,0,0.3628,0,277.8601,-72.6953,359.3778,-47.1089,22.6976,-42.4642,013047.4,-422751,22.1546,-42.7217,012837.1,-424318,98,98
01286+3430,1,28,41.0,+,34,30,32,-27,31,12,63,3,0.41,,0.25,L,0.40,L,1.00,L,-13.59,L,B,,,,C,E,,F,1,4,0,0,0,0,1,0,0,0,,null,,null,1,3,68,1,1.6400,0,0.6250,0,0.4000,0,132.2003,-27.3829,34.4881,23.3345,22.8852,34.7660,013132.4,+344558,22.1708,34.5089,012841.0,+343032,99,99
01289+3321,1,28,56.0,+,33,21,36,-29,33,10,61,3,0.25,L,0.35,L,1.16,,3.56,,-13.08,,,,C,C,,H,B,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7143,0,0.3017,0,0.3258,0,132.4840,-28.5054,34.0418,22.2605,22.9447,33.6170,013146.7,+333701,22.2333,33.3600,012856.0,+332136,100,100
01291+3313,1,29,6.3,+,33,13,5,-29,31,10,60,3,0.25,L,0.25,L,1.14,,3.21,,-13.11,,,,C,C,C,H,B,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2193,0,0.3551,0,132.5526,-28.6388,34.0164,22.1160,22.9874,33.4750,013157.0,+332830,22.2763,33.2181,012906.3,+331305,101,101
01291-0111,1,29,9.1,-,1,11,28,-62,55,15,69,2,0.26,L,0.30,L,0.58,,2.14,,-13.34,,,,C,C,,,D,B,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8667,0,0.5172,0,0.2710,0,144.8493,-62.0801,20.8575,-9.7814,22.9266,-0.9341,013142.4,-005603,22.2879,-1.1911,012909.1,-011128,102,102
01295+4908,1,29,30.6,+,49,8,35,-13,43,8,84,3,0.25,L,0.25,L,0.39,,2.01,:,-13.42,:,,,C,D,,,D,C,3,5,0,2,0,8,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.6410,0,0.1940,0,129.7778,-12.9244,41.8876,36.5037,23.1432,49.3997,013234.4,+492359,22.3775,49.1431,012930.6,+490835,103,103
01295+2109,1,29,32.9,+,21,9,16,-40,50,8,67,3,0.25,L,0.25,L,1.33,,2.45,,-13.13,,,,C,C,,G,A,B,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.1880,0,0.5429,0,135.4595,-40.4650,29.2616,10.9426,23.0696,21.4112,013216.7,+212440,22.3871,21.1544,012932.9,+210916,104,104
01295-3322,1,29,33.2,-,33,22,34,-79,46,9,66,2,0.28,L,0.33,:,2.42,,5.98,,-12.81,,,D,C,C,F,B,A,A,0,2,0,0,0,0,0,1,0,0,,null,,null,null,,null,1,0.8485,0,0.1364,0,0.4047,0,249.8370,-79.4167,6.0983,-39.1422,22.9586,-33.1192,013150.1,-330709,22.3883,-33.3761,012933.2,-332234,105,105
01296+3506,1,29,40.2,+,35,6,18,-27,65,22,60,2,0.25,L,0.25,L,0.42,L,1.22,,-13.54,L,,,,C,,F,D,B,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5952,0,0.3443,0,132.3079,-26.7607,34.9517,23.7991,23.1343,35.3616,013232.2,+352142,22.4175,35.1050,012940.2,+350618,106,106
01299-3345,1,29,57.7,-,33,45,11,-79,49,15,66,2,0.34,L,0.25,L,0.61,,1.81,,-13.37,,,,C,C,,,C,B,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.3600,0,0.4098,0,0.3370,0,251.3035,-79.1430,5.9634,-39.5143,23.0594,-33.4963,013214.3,-332947,22.4904,-33.7531,012957.7,-334511,107,107
01304-1504,1,30,24.4,-,15,4,16,-74,84,14,69,2,0.73,L,0.28,L,0.60,,2.14,L,-13.33,L,,,C,,,,C,A,0,2,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,2.6071,0,0.4667,0,0.2804,0,163.0669,-74.3621,15.5895,-22.7163,23.2134,-14.8146,013251.2,-144853,22.6017,-15.0711,013024.4,-150416,108,108
01305-1647,1,30,31.4,-,16,47,27,-76,51,13,70,2,0.25,L,0.39,L,1.93,,4.89,,-12.91,,,,D,D,,G,A,A,0,1,0,0,0,0,1,0,0,0,,null,,null,null,,null,1,0.6410,0,0.2021,0,0.3947,0,167.2803,-75.6948,14.8665,-24.3033,23.2390,-16.5344,013257.4,-163204,22.6308,-16.7908,013031.4,-164727,109,109
01305-0733,1,30,35.4,-,7,33,59,-68,74,13,69,2,0.25,L,0.49,L,0.61,L,2.66,,-13.27,L,,,,C,,C,G,A,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5102,0,0.8033,0,0.2293,0,151.3334,-67.8546,18.7309,-15.8210,23.2740,-7.3100,013305.8,-071836,22.6475,-7.5664,013035.4,-073359,110,110
01307+3016,1,30,42.7,+,30,16,45,-31,20,7,64,3,0.40,:,0.65,,7.57,:,31.59,L,-12.19,L,C,D,F,,G,C,B,A,8,3,C,1,1,C,4,3,4,1,,null,,null,null,,null,1,0.6154,0,0.0859,0,0.2396,0,133.5594,-31.4663,33.1173,19.2794,23.3825,30.5353,013331.8,+303207,22.6779,30.2792,013042.7,+301645,111,111
01307+8413,1,30,44.0,+,84,13,35,22,13,8,34,5,1.02,,0.26,,0.40,L,5.02,L,-13.12,L,B,C,,,A,C,,,8,4,0,1,0,8,0,0,0,1,,null,,null,1,1,4,1,3.9231,0,0.6500,0,0.0797,0,124.1236,21.7174,78.5560,63.8180,24.4497,84.4815,013747.9,+842853,22.6833,84.2264,013044.0,+841335,112,112
01309+1219,1,30,56.3,+,12,19,59,-49,59,14,68,2,0.25,L,0.35,L,0.58,,1.68,,-13.40,,,,C,C,,M,C,B,0,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7143,0,0.6034,0,0.3452,0,138.7174,-48.9861,26.2805,2.6251,23.3993,12.5892,013335.8,+123521,22.7346,12.3331,013056.3,+121959,113,113
01309+4230,1,30,58.3,+,42,30,4,-19,28,5,57,3,0.25,L,0.40,,3.01,,3.01,,-12.87,,,E,D,C,,B,A,B,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6250,0,0.1329,0,1.0000,0,131.1854,-19.4325,38.6470,30.4301,23.4842,42.7571,013356.2,+424526,22.7429,42.5011,013058.3,+423004,114,114
01310+3030,1,31,3.7,+,30,30,7,-31,22,8,63,3,0.25,L,0.44,,4.39,:,23.61,L,-12.36,L,,D,E,,J,B,B,B,8,5,8,1,3,C,2,5,4,1,2,null,,null,null,,null,1,0.5682,0,0.1002,0,0.1859,0,133.5969,-31.2332,33.2829,19.4553,23.4708,30.7579,013353.0,+304529,22.7654,30.5019,013103.7,+303007,115,115
01310+3024,1,31,4.8,+,30,24,45,-31,26,7,63,3,0.49,,0.37,L,10.11,L,24.48,L,-12.20,L,C,,,,E,A,B,B,8,3,0,2,6,C,3,4,3,0,2,null,,null,null,,null,1,1.3243,0,0.0366,0,0.4130,0,133.6213,-31.3203,33.2499,19.3713,23.4751,30.6685,013354.0,+304007,22.7700,30.4125,013104.8,+302445,116,116
01312+3023,1,31,13.2,+,30,23,13,-31,50,8,63,3,0.29,L,0.50,,13.32,L,3.11,L,-12.33,L,,C,,,E,C,,,8,8,0,1,5,C,3,3,4,0,2,null,,null,null,,null,1,0.5800,0,0.0375,0,4.2830,0,133.6616,-31.3397,33.2688,19.3361,23.5102,30.6429,013402.4,+303834,22.8050,30.3869,013113.2,+302313,117,117
01312+3025,1,31,13.9,+,30,25,46,-31,38,4,61,3,0.36,:,1.29,,10.11,L,29.61,L,-12.15,L,C,C,,,E,A,B,B,8,5,4,2,5,C,3,4,4,0,2,null,,null,null,,null,1,0.2791,0,0.1276,0,0.3414,0,133.6551,-31.2975,33.2888,19.3742,23.5132,30.6854,013403.2,+304107,22.8079,30.4294,013113.9,+302546,118,118
01314-0119,1,31,28.2,-,1,20,0,-62,84,19,69,2,0.25,L,0.32,L,0.63,:,1.87,,-13.36,:,,,E,C,,E,C,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7812,0,0.5079,0,0.3369,0,146.1151,-62.0171,21.3495,-10.1295,23.5058,-1.0774,013401.4,-010439,22.8675,-1.3333,013128.2,-012000,119,119
01315+5510,1,31,31.7,+,55,10,4,-7,35,8,49,3,0.25,L,0.25,L,0.82,,2.41,,-13.24,,,,D,D,,J,B,A,9,6,0,0,0,8,0,0,0,0,,null,,null,null,,null,2,1.0000,0,0.3049,0,0.3402,0,129.0939,-6.9295,45.9180,41.6637,23.6816,55.4234,013443.6,+552524,22.8821,55.1678,013131.7,+551004,120,120
01317-3644,1,31,43.7,-,36,44,54,-77,38,8,64,2,1.57,L,0.28,L,1.61,,5.24,,-12.93,,,,C,C,F,F,A,A,0,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,5.6071,0,0.1739,0,0.3073,0,261.6606,-77.0054,4.4549,-42.3076,23.4912,-36.4924,013357.9,-362933,22.9321,-36.7483,013143.7,-364454,121,121
01317-3438,1,31,44.3,-,34,38,45,-78,53,13,65,2,0.32,L,0.25,L,0.85,,2.61,,-13.22,,,,C,C,M,,C,B,0,2,0,0,0,0,1,0,0,0,,null,,null,null,,null,1,1.2800,0,0.2941,0,0.3257,0,254.0216,-78.3363,5.8262,-40.4739,23.4997,-34.3899,013359.9,-342324,22.9346,-34.6458,013144.3,-343845,122,122
01317+3025,1,31,46.9,+,30,25,43,-31,30,7,62,3,0.25,L,0.25,L,1.75,,51.45,L,-12.15,L,,,D,,,,B,B,8,4,0,0,1,C,0,0,3,0,,null,,null,null,,null,1,1.0000,0,0.1429,0,0.0340,0,133.7914,-31.2756,33.4042,19.3274,23.6511,30.6843,013436.3,+304103,22.9454,30.4286,013146.9,+302543,123,123
01318-2549,1,31,52.1,-,25,49,15,-80,49,14,66,2,0.25,L,0.25,L,1.42,,3.68,,-13.03,,,,C,C,I,,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.1761,0,0.3859,0,206.0745,-80.2922,10.8901,-32.6377,23.5548,-25.5650,013413.2,-253354,22.9671,-25.8208,013152.1,-254915,124,124
01319+3346,1,31,57.9,+,33,46,48,-28,61,14,62,3,0.25,L,0.25,L,0.49,,1.20,,-13.51,,,,C,C,J,,D,D,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5102,0,0.4083,0,133.1025,-27.9778,34.8486,22.3953,23.7061,34.0356,013449.5,+340208,22.9912,33.7800,013157.9,+334648,125,125
01319-2940,1,31,59.1,-,29,40,32,-80,41,7,65,2,0.74,,2.08,,19.57,,49.14,,-11.90,,C,C,D,D,B,A,B,A,0,1,0,0,0,0,1,2,2,0,4,1,X0131-296,15,null,,null,2,0.3558,0,0.1063,0,0.3982,0,229.0862,-80.2932,8.8445,-36.1033,23.5745,-29.4198,013417.9,-292511,22.9963,-29.6756,013159.1,-294032,126,126
01321+2109,1,32,7.3,+,21,9,46,-40,37,13,67,2,0.25,L,0.25,L,0.54,,1.88,,-13.39,,,,C,C,K,,E,B,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4630,0,0.2872,0,136.2272,-40.3298,29.8314,10.7261,23.7141,21.4183,013451.4,+212506,23.0304,21.1628,013207.3,+210946,127,127
01322-1545,1,32,14.6,-,15,45,33,-75,82,32,69,2,0.25,L,0.62,L,0.40,L,0.95,,-13.60,L,,,,D,,E,G,C,1,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.4032,0,1.5500,0,0.4211,0,165.9506,-74.6370,15.7327,-23.5237,23.6706,-15.5036,013440.9,-153013,23.0608,-15.7592,013214.6,-154533,128,128
01325-0735,1,32,34.2,-,7,35,47,-68,51,10,69,2,0.25,L,0.51,L,1.08,,4.07,,-13.06,,,,C,D,,K,B,A,1,2,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,0.4902,0,0.4722,0,0.2654,0,152.5362,-67.6690,19.1908,-16.0358,23.7686,-7.3410,013504.5,-072027,23.1425,-7.5964,013234.2,-073547,129,129
01326-7943,1,32,36.8,-,79,43,48,-37,18,3,7,5,0.25,L,0.25,L,0.68,,1.84,,-13.34,,,,C,B,M,I,B,A,0,3,0,1,0,0,0,0,1,2,,null,,null,null,,null,1,1.0000,0,0.3676,0,0.3696,0,300.5650,-37.4635,297.3185,-68.5388,23.1967,-79.4740,013247.2,-792826,23.1533,-79.7300,013236.8,-794348,130,130
01326-3623,1,32,37.3,-,36,23,30,-77,39,7,65,2,0.33,L,0.70,,7.31,,14.83,,-12.37,,,C,C,D,H,B,A,A,1,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.4714,0,0.0958,0,0.4929,0,259.9416,-77.1112,4.9032,-42.0862,23.7148,-36.1362,013451.6,-360810,23.1554,-36.3917,013237.3,-362330,131,131
01327+3512,1,32,44.4,+,35,12,37,-27,58,15,58,3,0.25,L,0.25,L,0.52,,1.16,,-13.50,,,,C,F,,L,C,F,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4808,0,0.4483,0,132.9768,-26.5430,35.6257,23.6442,23.9045,35.4655,013537.1,+352756,23.1850,35.2103,013244.4,+351237,132,132
01329-4141,1,32,57.1,-,41,41,28,-73,25,6,64,2,0.26,L,0.90,,5.66,,8.70,,-12.53,,,C,C,C,D,A,A,A,0,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.2889,0,0.1590,0,0.6506,0,273.6536,-73.1171,1.1782,-46.6704,23.7801,-41.4357,013507.2,-412609,23.2379,-41.6911,013257.1,-414128,133,133
01333-3452,1,33,19.3,-,34,52,51,-78,47,13,66,2,0.42,L,0.35,L,1.57,,1.67,:,-13.14,:,,,C,D,,E,A,B,0,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.2000,0,0.2229,0,0.9401,0,254.0375,-77.9351,6.0524,-40.8366,23.8937,-34.6257,013534.5,-343732,23.3304,-34.8808,013319.3,-345251,134,134
01334+0024,1,33,25.7,+,0,24,31,-60,48,8,69,2,0.25,L,0.33,L,1.51,,2.87,,-13.07,,,,C,C,,H,A,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,2,0.7576,0,0.2185,0,0.5261,0,145.8165,-60.2134,22.4652,-8.6933,23.9988,0.6636,013559.7,+003949,23.3571,0.4086,013325.7,+002431,135,135
01336+3940,1,33,36.2,+,39,40,2,-22,36,11,57,3,0.25,L,0.28,L,0.89,,1.61,,-13.31,,,,C,C,,C,B,B,0,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8929,0,0.3146,0,0.5528,0,132.2480,-22.1325,37.8047,27.6490,24.1349,39.9220,013632.4,+395519,23.4008,39.6672,013336.2,+394002,136,136
01340+4204,1,34,1.8,+,42,4,3,-20,44,11,55,3,0.25,L,0.25,L,0.87,,2.07,,-13.26,,,,C,B,,D,B,B,3,4,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2874,0,0.4203,0,131.8581,-19.7586,39.0275,29.7980,24.2503,42.3220,013700.1,+421919,23.5075,42.0675,013401.8,+420403,137,137
01340+1532,1,34,5.5,+,15,32,38,-46,13,12,160,2,0.25,L,0.40,L,3.01,,11.97,,-12.60,,,,F,F,,J,H,D,1,4,8,2,0,0,2,2,2,2,F,1,X0134+155,87,null,,null,1,0.6250,0,0.1329,0,0.2515,0,138.6398,-45.6858,28.1744,5.3317,24.1952,15.7985,013646.8,+154755,23.5229,15.5439,013405.5,+153238,138,138
01341-3734,1,34,11.1,-,37,34,55,-76,24,9,63,2,0.59,L,0.29,:,5.42,,12.64,,-12.47,,,D,D,C,J,H,E,A,1,1,0,1,0,0,0,2,2,0,6,1,X0134-375,28,null,,null,2,2.0345,0,0.0535,0,0.4288,0,262.8225,-76.0773,4.4674,-43.2743,24.1008,-37.3272,013624.2,-371938,23.5462,-37.5819,013411.1,-373455,139,139
01342-3638,1,34,13.0,-,36,38,1,-77,54,16,65,2,0.25,L,0.25,L,0.63,:,1.77,,-13.37,:,,,D,C,,,B,B,1,4,0,0,1,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.3968,0,0.3559,0,259.8204,-76.7105,5.1186,-42.4548,24.1116,-36.3789,013626.8,-362244,23.5542,-36.6336,013413.0,-363801,140,140
01343-0516,1,34,21.4,-,5,16,5,-65,54,16,69,2,0.25,L,0.25,L,0.56,,1.79,,-13.39,,,,C,C,,,C,B,0,4,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.4464,0,0.3128,0,151.0274,-65.3761,20.5280,-14.0481,24.2197,-5.0135,013652.7,-050049,23.5892,-5.2681,013421.4,-051605,141,141
